City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
348,sao tome,0.3365,6.7273,27.05,82,43,3.82,ST,1746586656
349,ta`u,-14.2336,-169.5144,27.54,80,90,10.78,AS,1746586657
350,pasni,25.2631,63.471,26.87,85,0,4.99,PK,1746586658
351,bonthe,7.5264,-12.505,25.9,83,93,1.62,SL,1746586660
352,sao jose da coroa grande,-8.8978,-35.1478,25.68,79,26,3.6,BR,1746586661
353,hualahuises,24.8847,-99.6733,26.83,65,100,0.17,MX,1746586662
354,north bend,43.4065,-124.2243,13.42,88,100,4.63,US,1746586402
355,island harbour,50.724,-1.2758,7.79,86,94,0.45,GB,1746586664
356,dryden,49.7833,-92.7503,11.16,50,0,7.72,CA,1746586665
357,turpan,42.9333,89.1667,29.76,12,65,6.28,CN,1746586666
358,aykhal,66.0,111.5,-3.76,71,61,0.23,RU,1746586667
359,morehead city,34.7229,-76.726,22.21,89,0,1.79,US,1746586653
360,gurupa,-1.405,-51.64,23.41,99,100,1.31,BR,1746586669
361,magistral'nyy,56.1725,107.4458,9.75,38,38,3.52,RU,1746586670
